Year,Month,ProductCategory,Sales(In ThousandDollars),WeatherEvent,Day,Temp high (°C),Temp avg (°C),Temp low (°C),Dew Point high (°C),Dew Point avg (°C),Dew Point low (°C),Humidity (%) high,Humidity (%) avg,Humidity (%) low,Sea Level Press. (hPa) high,Sea Level Press. (hPa) avg,Sea Level Press. (hPa) low,Visibility (km) high,Visibility (km) avg,Visibility (km) low,Wind (km/h) low,Wind (km/h) avg,Wind (km/h) high,Precip. (mm) sum,Event,DayCategory
2009,Jan,WomenClothing,1755.0,"Fog , Rain , Snow",16.0,0.7419354838709677,-2.096774193548387,-5.32258064516129,-6.096774193548387,-9.903225806451612,-14.0,71.7741935483871,57.354838709677416,42.32258064516129,1021.2903225806451,1015.9677419354839,1010.516129032258,16.0,14.0,11.451612903225806,27.0,12.0,39.32258064516129,2.4419354838709677,"New Year's Day, Martin Luther King Jr. Day","Federal Holiday, Federal Holiday"
2009,Jan,MenClothing,524.0,"Fog , Rain , Snow",16.0,0.7419354838709677,-2.096774193548387,-5.32258064516129,-6.096774193548387,-9.903225806451612,-14.0,71.7741935483871,57.354838709677416,42.32258064516129,1021.2903225806451,1015.9677419354839,1010.516129032258,16.0,14.0,11.451612903225806,27.0,12.0,39.32258064516129,2.4419354838709677,"New Year's Day, Martin Luther King Jr. Day","Federal Holiday, Federal Holiday"
2009,Jan,OtherClothing,936.0,"Fog , Rain , Snow",16.0,0.7419354838709677,-2.096774193548387,-5.32258064516129,-6.096774193548387,-9.903225806451612,-14.0,71.7741935483871,57.354838709677416,42.32258064516129,1021.2903225806451,1015.9677419354839,1010.516129032258,16.0,14.0,11.451612903225806,27.0,12.0,39.32258064516129,2.4419354838709677,"New Year's Day, Martin Luther King Jr. Day","Federal Holiday, Federal Holiday"
2009,Feb,WomenClothing,1729.0,Rain,14.5,6.964285714285714,2.7857142857142856,-1.6428571428571428,-2.4642857142857144,-6.392857142857143,-10.571428571428571,69.53571428571429,54.0,38.107142857142854,1021.7142857142857,1017.0714285714286,1012.4642857142857,16.0,15.178571428571429,13.285714285714286,27.928571428571427,12.214285714285714,41.642857142857146,0.7803571428571429,"Valentine's Day, Presidents' Day","Event, Federal Holiday"
2009,Feb,MenClothing,496.0,Rain,14.5,6.964285714285714,2.7857142857142856,-1.6428571428571428,-2.4642857142857144,-6.392857142857143,-10.571428571428571,69.53571428571429,54.0,38.107142857142854,1021.7142857142857,1017.0714285714286,1012.4642857142857,16.0,15.178571428571429,13.285714285714286,27.928571428571427,12.214285714285714,41.642857142857146,0.7803571428571429,"Valentine's Day, Presidents' Day","Event, Federal Holiday"
2009,Feb,OtherClothing,859.0,Rain,14.5,6.964285714285714,2.7857142857142856,-1.6428571428571428,-2.4642857142857144,-6.392857142857143,-10.571428571428571,69.53571428571429,54.0,38.107142857142854,1021.7142857142857,1017.0714285714286,1012.4642857142857,16.0,15.178571428571429,13.285714285714286,27.928571428571427,12.214285714285714,41.642857142857146,0.7803571428571429,"Valentine's Day, Presidents' Day","Event, Federal Holiday"
2009,Mar,WomenClothing,2256.0,Rain,16.0,9.838709677419354,5.967741935483871,1.7741935483870968,0.25806451612903225,-2.903225806451613,-6.741935483870968,74.09677419354838,57.064516129032256,39.54838709677419,1025.0967741935483,1021.0645161290323,1017.0322580645161,16.0,14.258064516129032,10.67741935483871,27.0,11.387096774193548,38.61290322580645,1.4338709677419357,,
2009,Mar,MenClothing,542.0,Rain,16.0,9.838709677419354,5.967741935483871,1.7741935483870968,0.25806451612903225,-2.903225806451613,-6.741935483870968,74.09677419354838,57.064516129032256,39.54838709677419,1025.0967741935483,1021.0645161290323,1017.0322580645161,16.0,14.258064516129032,10.67741935483871,27.0,11.387096774193548,38.61290322580645,1.4338709677419357,,
2009,Mar,OtherClothing,921.0,Rain,16.0,9.838709677419354,5.967741935483871,1.7741935483870968,0.25806451612903225,-2.903225806451613,-6.741935483870968,74.09677419354838,57.064516129032256,39.54838709677419,1025.0967741935483,1021.0645161290323,1017.0322580645161,16.0,14.258064516129032,10.67741935483871,27.0,11.387096774193548,38.61290322580645,1.4338709677419357,,
2009,Apr,WomenClothing,2662.0,Rain,15.5,17.1,12.733333333333333,7.833333333333333,6.233333333333333,2.533333333333333,-1.2,75.46666666666667,55.7,35.733333333333334,1018.8333333333334,1014.5333333333333,1010.4333333333333,15.9,14.066666666666666,10.866666666666667,27.3,11.366666666666667,39.56666666666667,3.970666666666667,Easter Sunday,Event
2009,Apr,MenClothing,669.0,Rain,15.5,17.1,12.733333333333333,7.833333333333333,6.233333333333333,2.533333333333333,-1.2,75.46666666666667,55.7,35.733333333333334,1018.8333333333334,1014.5333333333333,1010.4333333333333,15.9,14.066666666666666,10.866666666666667,27.3,11.366666666666667,39.56666666666667,3.970666666666667,Easter Sunday,Event
2009,Apr,OtherClothing,914.0,Rain,15.5,17.1,12.733333333333333,7.833333333333333,6.233333333333333,2.533333333333333,-1.2,75.46666666666667,55.7,35.733333333333334,1018.8333333333334,1014.5333333333333,1010.4333333333333,15.9,14.066666666666666,10.866666666666667,27.3,11.366666666666667,39.56666666666667,3.970666666666667,Easter Sunday,Event
2009,May,WomenClothing,2732.0,Rain,16.0,21.35483870967742,17.0,12.483870967741936,12.96774193548387,10.096774193548388,6.516129032258065,85.64516129032258,68.51612903225806,50.935483870967744,1020.4193548387096,1017.1612903225806,1014.1290322580645,15.903225806451612,12.451612903225806,9.0,22.677419354838708,8.387096774193548,32.903225806451616,4.235483870967743,"Mother's Day, Memorial Day","Event, Federal Holiday"
2009,May,MenClothing,650.0,Rain,16.0,21.35483870967742,17.0,12.483870967741936,12.96774193548387,10.096774193548388,6.516129032258065,85.64516129032258,68.51612903225806,50.935483870967744,1020.4193548387096,1017.1612903225806,1014.1290322580645,15.903225806451612,12.451612903225806,9.0,22.677419354838708,8.387096774193548,32.903225806451616,4.235483870967743,"Mother's Day, Memorial Day","Event, Federal Holiday"
2009,May,OtherClothing,989.0,Rain,16.0,21.35483870967742,17.0,12.483870967741936,12.96774193548387,10.096774193548388,6.516129032258065,85.64516129032258,68.51612903225806,50.935483870967744,1020.4193548387096,1017.1612903225806,1014.1290322580645,15.903225806451612,12.451612903225806,9.0,22.677419354838708,8.387096774193548,32.903225806451616,4.235483870967743,"Mother's Day, Memorial Day","Event, Federal Holiday"
2009,Jun,WomenClothing,2220.0,Rain,15.5,23.666666666666668,19.866666666666667,15.833333333333334,17.1,15.366666666666667,13.133333333333333,95.2,78.86666666666666,61.63333333333333,1013.3,1011.1666666666666,1008.7333333333333,15.9,11.833333333333334,5.933333333333334,21.066666666666666,7.4,30.3,8.517,Father's Day,Event
2009,Jun,MenClothing,607.0,Rain,15.5,23.666666666666668,19.866666666666667,15.833333333333334,17.1,15.366666666666667,13.133333333333333,95.2,78.86666666666666,61.63333333333333,1013.3,1011.1666666666666,1008.7333333333333,15.9,11.833333333333334,5.933333333333334,21.066666666666666,7.4,30.3,8.517,Father's Day,Event
2009,Jun,OtherClothing,932.0,Rain,15.5,23.666666666666668,19.866666666666667,15.833333333333334,17.1,15.366666666666667,13.133333333333333,95.2,78.86666666666666,61.63333333333333,1013.3,1011.1666666666666,1008.7333333333333,15.9,11.833333333333334,5.933333333333334,21.066666666666666,7.4,30.3,8.517,Father's Day,Event
2009,Jul,WomenClothing,2164.0,Rain,16.0,26.838709677419356,22.741935483870968,18.225806451612904,18.838709677419356,16.451612903225808,13.612903225806452,88.61290322580645,70.80645161290323,52.483870967741936,1015.9032258064516,1013.5806451612904,1011.1935483870968,16.0,12.935483870967742,8.451612903225806,21.612903225806452,7.903225806451613,31.93548387096774,5.825806451612904,"'Independence Day' observed, Independence Day","Federal Holiday, Federal Holiday"
2009,Jul,MenClothing,575.0,Rain,16.0,26.838709677419356,22.741935483870968,18.225806451612904,18.838709677419356,16.451612903225808,13.612903225806452,88.61290322580645,70.80645161290323,52.483870967741936,1015.9032258064516,1013.5806451612904,1011.1935483870968,16.0,12.935483870967742,8.451612903225806,21.612903225806452,7.903225806451613,31.93548387096774,5.825806451612904,"'Independence Day' observed, Independence Day","Federal Holiday, Federal Holiday"
2009,Jul,OtherClothing,901.0,Rain,16.0,26.838709677419356,22.741935483870968,18.225806451612904,18.838709677419356,16.451612903225808,13.612903225806452,88.61290322580645,70.80645161290323,52.483870967741936,1015.9032258064516,1013.5806451612904,1011.1935483870968,16.0,12.935483870967742,8.451612903225806,21.612903225806452,7.903225806451613,31.93548387096774,5.825806451612904,"'Independence Day' observed, Independence Day","Federal Holiday, Federal Holiday"
2009,Aug,WomenClothing,2371.0,Rain,16.0,27.967741935483872,24.387096774193548,20.548387096774192,20.451612903225808,18.483870967741936,16.129032258064516,88.87096774193549,72.48387096774194,55.67741935483871,1018.2258064516129,1015.9677419354839,1013.3870967741935,16.0,14.483870967741936,9.903225806451612,19.29032258064516,6.806451612903226,28.06451612903226,3.4658064516129037,,
2009,Aug,MenClothing,551.0,Rain,16.0,27.967741935483872,24.387096774193548,20.548387096774192,20.451612903225808,18.483870967741936,16.129032258064516,88.87096774193549,72.48387096774194,55.67741935483871,1018.2258064516129,1015.9677419354839,1013.3870967741935,16.0,14.483870967741936,9.903225806451612,19.29032258064516,6.806451612903226,28.06451612903226,3.4658064516129037,,
2009,Aug,OtherClothing,865.0,Rain,16.0,27.967741935483872,24.387096774193548,20.548387096774192,20.451612903225808,18.483870967741936,16.129032258064516,88.87096774193549,72.48387096774194,55.67741935483871,1018.2258064516129,1015.9677419354839,1013.3870967741935,16.0,14.483870967741936,9.903225806451612,19.29032258064516,6.806451612903226,28.06451612903226,3.4658064516129037,,
2009,Sep,WomenClothing,2421.0,Rain,15.5,22.766666666666666,19.233333333333334,15.333333333333334,15.066666666666666,12.766666666666667,10.133333333333333,86.4,69.7,52.36666666666667,1021.7333333333333,1018.7,1015.1,16.0,15.033333333333333,13.433333333333334,23.0,9.266666666666667,32.4,1.9133333333333333,Labor Day,Federal Holiday
2009,Sep,MenClothing,579.0,Rain,15.5,22.766666666666666,19.233333333333334,15.333333333333334,15.066666666666666,12.766666666666667,10.133333333333333,86.4,69.7,52.36666666666667,1021.7333333333333,1018.7,1015.1,16.0,15.033333333333333,13.433333333333334,23.0,9.266666666666667,32.4,1.9133333333333333,Labor Day,Federal Holiday
2009,Sep,OtherClothing,819.0,Rain,15.5,22.766666666666666,19.233333333333334,15.333333333333334,15.066666666666666,12.766666666666667,10.133333333333333,86.4,69.7,52.36666666666667,1021.7333333333333,1018.7,1015.1,16.0,15.033333333333333,13.433333333333334,23.0,9.266666666666667,32.4,1.9133333333333333,Labor Day,Federal Holiday
2009,Oct,WomenClothing,2579.0,Rain,16.0,16.258064516129032,12.870967741935484,9.35483870967742,9.838709677419354,7.032258064516129,3.903225806451613,85.90322580645162,69.35483870967742,52.41935483870968,1020.3548387096774,1016.7741935483871,1013.0645161290323,16.0,14.064516129032258,11.129032258064516,23.516129032258064,9.67741935483871,34.41935483870968,4.572258064516129,"Columbus Day (Most regions), Halloween","Federal Holiday, Event"
2009,Oct,MenClothing,610.0,Rain,16.0,16.258064516129032,12.870967741935484,9.35483870967742,9.838709677419354,7.032258064516129,3.903225806451613,85.90322580645162,69.35483870967742,52.41935483870968,1020.3548387096774,1016.7741935483871,1013.0645161290323,16.0,14.064516129032258,11.129032258064516,23.516129032258064,9.67741935483871,34.41935483870968,4.572258064516129,"Columbus Day (Most regions), Halloween","Federal Holiday, Event"
2009,Oct,OtherClothing,914.0,Rain,16.0,16.258064516129032,12.870967741935484,9.35483870967742,9.838709677419354,7.032258064516129,3.903225806451613,85.90322580645162,69.35483870967742,52.41935483870968,1020.3548387096774,1016.7741935483871,1013.0645161290323,16.0,14.064516129032258,11.129032258064516,23.516129032258064,9.67741935483871,34.41935483870968,4.572258064516129,"Columbus Day (Most regions), Halloween","Federal Holiday, Event"
2009,Nov,WomenClothing,2521.0,Rain,15.5,13.733333333333333,10.8,7.566666666666666,7.0,4.166666666666667,1.4333333333333333,80.46666666666667,66.6,52.233333333333334,1022.2666666666667,1019.0333333333333,1015.6333333333333,16.0,14.666666666666666,11.833333333333334,25.866666666666667,11.133333333333333,36.733333333333334,1.3633333333333333,"Veterans Day, Thanksgiving Day","Federal Holiday, Federal Holiday"
2009,Nov,MenClothing,620.0,Rain,15.5,13.733333333333333,10.8,7.566666666666666,7.0,4.166666666666667,1.4333333333333333,80.46666666666667,66.6,52.233333333333334,1022.2666666666667,1019.0333333333333,1015.6333333333333,16.0,14.666666666666666,11.833333333333334,25.866666666666667,11.133333333333333,36.733333333333334,1.3633333333333333,"Veterans Day, Thanksgiving Day","Federal Holiday, Federal Holiday"
2009,Nov,OtherClothing,955.0,Rain,15.5,13.733333333333333,10.8,7.566666666666666,7.0,4.166666666666667,1.4333333333333333,80.46666666666667,66.6,52.233333333333334,1022.2666666666667,1019.0333333333333,1015.6333333333333,16.0,14.666666666666666,11.833333333333334,25.866666666666667,11.133333333333333,36.733333333333334,1.3633333333333333,"Veterans Day, Thanksgiving Day","Federal Holiday, Federal Holiday"
2009,Dec,WomenClothing,3390.0,Rain,16.0,5.451612903225806,2.3548387096774195,-1.032258064516129,-0.9354838709677419,-4.67741935483871,-8.709677419354838,77.61290322580645,61.74193548387097,45.25806451612903,1022.483870967742,1017.2258064516129,1012.1935483870968,16.0,13.774193548387096,10.67741935483871,28.580645161290324,13.451612903225806,42.83870967741935,5.956451612903226,"Christmas Eve, Christmas Day, New Year's Eve","Event, Federal Holiday, Event"
2009,Dec,MenClothing,930.0,Rain,16.0,5.451612903225806,2.3548387096774195,-1.032258064516129,-0.9354838709677419,-4.67741935483871,-8.709677419354838,77.61290322580645,61.74193548387097,45.25806451612903,1022.483870967742,1017.2258064516129,1012.1935483870968,16.0,13.774193548387096,10.67741935483871,28.580645161290324,13.451612903225806,42.83870967741935,5.956451612903226,"Christmas Eve, Christmas Day, New Year's Eve","Event, Federal Holiday, Event"
